Name,Address,Longitude,Latitude,OperatorID,Connector,Power
öff. Wipark - P&R Siebenhirten,"Porschestraße 25, 1230, Wien",16.310478,48.129412,VIE,type2,3
öff. Wipark - P&R Siebenhirten,"Porschestraße 25, 1230, Wien",16.310478,48.129412,VIE,type2,3
öff. Wipark - P&R Siebenhirten,"Porschestraße 25, 1230, Wien",16.310478,48.129412,VIE,type2,3
öff. Wipark - P&R Siebenhirten,"Porschestraße 25, 1230, Wien",16.310478,48.129412,VIE,type2,11
Zelda Kaplan Weg 5 Außenanlage PP2,"Zelda Kaplan Weg 5, 1100, Wien",16.349746,48.165865,VIE,type2,22
Zelda Kaplan Weg 5 Außenanlage PP2,"Zelda Kaplan Weg 5, 1100, Wien",16.349746,48.165865,VIE,type2,11
Lindenweg,"Lindenweg 1, 2351, Wiener Neudorf",16.328521,48.082547,VIE,type2,11
Lindenweg,"Lindenweg 1, 2351, Wiener Neudorf",16.328521,48.082547,VIE,type2,11
Landsteinergasse,"Landsteinergasse 8, 1160, Wien",16.307229,48.208713,VNA,type2,11
Landsteinergasse,"Landsteinergasse 8, 1160, Wien",16.307229,48.208713,VNA,type2,11
